SPANISH,ENGLISH,ETYMON_GLOSS,CONCEPTICON_ID,CONCEPTICON_GLOSS
gallina ciega,,,,
gallina ciega,,CUTWORM,,
"gallina ciega, engan*a pastor",,CUTWORM,,
gallina ciega,[kind of caterpillar],CUTWORM,,
gallina clueca,,BEND,,
gallina,,cock(scomb),1318,CHICKEN
(gallina) culeca,,BEND,,
"[gallina] echada en su nido [ETR]; echado [ERH,-ETR]",,BEND,,
gallina [ETR],,BIRD,,
gallina [ETR],,FEMALE CONNECTED KIN,,
gallina [ETR],,PET,,
gallina,,MOTHER,1318,CHICKEN
gallina que pone,,FEMALE CONNECTED KIN,,
gallina que pone mucho,,FEMALE CONNECTED KIN,,
gallina que pone mucho,,PET,,
gallina,,TURKEY,1318,CHICKEN
gallinero,[chicken-coop],SLEEP,,
gallo,,,1511,ROOSTER
gallo,,cock(scomb),1511,ROOSTER
gallo de la tierra,,TURKEY,,
gallo [ETR],,,,
gallo,,TURKEY,1511,ROOSTER
,gambler [ERH],PUSH,,
ganado,,ANIMAL,1153,CATTLE
"ganar, cazar",,GRAB,,
gancho,,HOOK,1071,HOOK
"gancho, horqueta [ETR] [ERH]",,HOOK,,
"garabato, gancho",,HOOK,,
"garabato, gancho",,STAFF,,
garabato,,HANGING,,
gargajo [ERH],,,,
garganta,,BETWEEN,1346,THROAT
garganta,,NECK,1346,THROAT
garganta,,STRAIGHTEN,1346,THROAT
"garrafo*n, tinajuela [ERH] [ETR]",,POT,,
garrapata,,COCKAROACH,1527,TICK
"garrapata, pioj(ill)o",,TICK,,
"garrapata, piojo",,TICK,,
garrapata,,TICK,1527,TICK
garra (un*a larga de animal),,NAIL,,
garrote,,,,
garrote,,HIT,,
garrote,,STAFF,,
garza,,BIRD,758,HERON
garza,,CROW/HERON,758,HERON
garza,,WHITE,758,HERON
"gasto, que* comer",,EAT,,
gatear,,TWIST,3456,CRAWL OR CREEP
"gatemonte, gato de monte",[fox],FOX,,
"gateo*, anduvo a gatas",,BEND,,
"gateo*, anduvo a gatas",,CRAWL,,
gato de monte,,FOX,,
gato de monte,,HOUSECAT ,,
gato de monte,,"MOUSE, RAT",,
gato,,HOUSECAT ,1208,CAT
"gato monte, ""tejo*n""",,FOX,,
gato,,SWEEP,1208,CAT
"gavila*n, a*guila",,HAWK,,
gavila*n,,BUZZARD,307,HAWK
gavilancillo,,HAWK,,
gavila*n [ERH],,HAWK,,
gavila*n [ETR],,QUETZAL,,
gavila*n,,HAWK,307,HAWK
gavila*n,,OWL,307,HAWK
gavila*n,,QUETZAL,307,HAWK
"gemelo, cuache",,,,
"gemelos, cuates",,,,
"gemido, queja, bramido",,MOAN,,
"gemido, queja",,MOAN,,
"gemir, quejar(se)",,MOAN,,
,generic numeral classifier,,,
gente,,,789,PEOPLE
"gentleman, master",,RICH,,
ghost,,SLEEP,,
,gift,GIFT,2982,GIFT
"gift, offering",,GIFT,,
girasol [ETR],,,,
"girasol, mirasol",,,,
,gnat,FLY,1509,MOSQUITO
gobernador [ERH],,SUN,,
,god-father [ETR],SIBLINGS,,
,"god, holy thing",SUN,,
god=[kinsman,,SUN,,
god,,SUN,,
golpear con martillo,,HIT,,
golpear,,HIT,3535,BE DEFEATED
golpearlo [ETR],,CHEW,,
golpearlo [ETR],"to rap it with the knuckles [ERH,-ETR]",CHEW,,
"golpear, tocar",,HIT,,
"goma, pegamento",,MOULD,,
"goma, pegamento",,PITCH,,
"goma, pegamento",,STICKY,,
,good,NOT GOOD,1035,GOOD
good,,NOT GOOD,,
,gopher,GOPHER,,
gordo(a),,,,
gordo(a),,EAT,,
"gordo, inflado",,FULL,,
gordo,,NOT ERG-STRENGTH,,
gordura,,,,
gordura,,NOT ERG-STRENGTH,,
gorgojo,,ANIMAL,,
"gorgojo (de palo), broca, polillo de mai*z - pica el mai*z",,WEEVIL,,
gorgojo [ETR],bean weevil [ETR],,,
gorgojo [ETR],bean weevil [ETR],ANIMAL,,
gorgojo [ETR],corn weevil [ETR],,,
gorgojo [ETR],corn weevil [ETR],ANIMAL,,
gorgojo,,WEEVIL,,
"gorrio*n, chupamiel",,HUMMINGBIRD,,
gorrioncito [ETR],,BIRD,,
gorrio*n,,HUMMINGBIRD,,
gorrio*n,,QUETZAL,,
gota,,DRIP,3748,DROP (OF A LIQUID)
gotas,,DRIP,,
"gotas, gotera",,DRIP,,
gotear,,DRIP,2253,DRIP (EMIT LIQUID)
gotear(se),,DRIP,,
gotera,,DRIP,,
gotera,,GO.IN,,
grada,,HIT,,
grados,,HIT,,
,grain corn,,,
grajo,,GRACKLE,,
granadilla de monte,,MONKEY,,
granadilla de monte,,SQUASH,,
grande,,BIG,1202,BIG
"grande el pelo, ""paxtu*n"", ""pastudo""",,,,
grande,,FULL,1202,BIG
grande (pl),,BIG,,
grande (pl?),,BIG,,
grandes (son),,BIG,,
grande venado,,DEER,,
,grandmother,MOTHER,1496,GRANDMOTHER
,"grandson, nephew, grandfather",,,
granizo [ERH],hail [ERH],BIG MOUNTAIN = volcano,,
granizo [ERH],hail [ERH],RAIN,,
granizo [ETR],,HAIL,,
granizo,,HAIL,609,HAIL
"granizo, hielo",,HAIL,,
grano,,SORE,605,GRAIN
granzas como tierra,,BIG MOUNTAIN = volcano,,
,grape,GRAPE,920,GRAPE
"grasa, manteca",,,,
"grasa, manteca",,NOT ERG-STRENGTH,,
grasoso,,STICKY,,
,"grass, hay; straw",,,
,grasshopper,"CRICKET, GRASSHOPPER",607,GRASSHOPPER
"grava, cascajo",,BIG MOUNTAIN = volcano,,
"grava, piedri*n",,BIG MOUNTAIN = volcano,,
"grava, piedri*n",,FINE,,
,graveyard [ERH],DIE,,
,gravy,,,
"green, blue",,GREEN,,
,green,GREEN,2382,BLUE OR GREEN
"GrFa,GrCh; old man",,,,
,griddle,GRIDDLE ,,
"grillo, chicharra",,"CRICKET, GRASSHOPPER",,
grillo,,"CRICKET, GRASSHOPPER",2354,CRICKET
gringo,,LONG,,
"gris, cenizo",,ASHES,,
gritar [animal [ERH],,"CALL, YELL, SHOUT",,
gritar,,"CALL, YELL, SHOUT",2522,SCREAM (NOISE)
gritar; leer,,"CALL, YELL, SHOUT",,
gritarlo [ETR],,"CALL, YELL, SHOUT",,
gritar para borrego/carnero,[to call sheep],,,
grito*,,"CALL, YELL, SHOUT",,
grito,,"CALL, YELL, SHOUT",,
"grito, dar gritos",,"CALL, YELL, SHOUT",,
grito [ETR],,"CALL, YELL, SHOUT",,
,ground parched corn,,,
"grueso, ""doble""",,THICK,,
"grueso, doble",,THICK,,
grueso,,THICK,1244,THICK
"grupo de estrellas, Lucero de la Man*ana [ERH,-ETR]","'Morning Star' [ERH,-ETR]",STRAIGHTEN,,
grupo,,GATHER,,
guacal,,GOURD,,
guacal grande,,GOURD,,
guacal,,PLATE,,
guacamaya,macaw,PARROTS,1630,MACAW
guacamaya,,PARROTS,1630,MACAW
gua*cima,pricklenut,GOOD FIREWOOD = `live oak' ,,
"guainoche, mico de noche",,KINKAJOU ,,
guajlolote,,TURKEY,,
(gua)jolota,,TURKEY,,
guajolota,,TURKEY,,
"guajolote, chompipe",,TURKEY,,
guajolote (macho),,TURKEY,,
guajolote macho,,TURKEY,,
"guajolote, pava",,TURKEY,,
guajolote,,TURKEY,2386,TURKEY
guana*bana,,SOURSOP,,
guanacaste,,,,
guanacaste [ETR],,,,
"guano, especie de palma; hojas cubren casas de paja",,,,
guante,,NEST,867,GLOVE
guante,,"ROLL, WRAP",867,GLOVE
guapinol (palo),,"sausage tree, stinking toe",,
guapinol,,"sausage tree, stinking toe",,
"guardado, e.g. cajo*n, bulto, olla",,PULL,,
guardar,,,1477,KEEP
guardarlo,,GATHER,,
,guava,GUAVA,3981,GUAVA
guayaba,,GUAVA,3981,GUAVA
guayaba sp.,,SOUR,,
guayava [ETR],,GUAVA,,
guerra,,HIT,,
"guerra, palabra, idioma",,HIT,,
"guerrero, soldado",,,,
"guerrero, soldado",,CRAZY,,
"guerrero, soldado",,HIT,,
,guest,ARRIVE.HERE,1782,GUEST
"gu""icoy",,PIP of PUMPKIN,,
"gu""icoy",,SQUASH,,
guineo blanco/enano [ETR],,"CARRY, LOAD",,
guineo blanco/guineo enano [ETR],,COVER,,
guineo,,marmalade fruit,,
"gu""ipil",,BLOUSE,,
"gu""ipil",,CLOTHING; COTTON,,
"gu""isquil",,PIP of PUMPKIN,,
"gu""isquil",,THORN,,
guitarra,,DRUM,3090,GUITAR
"guitarrita, harpa, guitarra",,DRUM,,
gusano 'chichihueta' [ETR],,"CRICKET, GRASSHOPPER",,
gusano de milpa,,GREEN DEERFLY,,
gusano,,FLY,1219,WORM
gusano grande de palo de corcho,,"CRICKET, GRASSHOPPER",,
gusano grande - verde y negro y amarillo - que se cri*a mucho contra palo en las fincas,[like geo*metra],"CRICKET, GRASSHOPPER",,
gusano,,GREEN DEERFLY,1219,WORM
gusano,,GREEN GRUB,1219,WORM
gusano,,WORM,1219,WORM
"gustar, gozar",,MISDEED,,
"ha*bil, capaz",,MAKE,,
hablo*,,SPEAK,,
hace 3 di*as,,THREE,,
hace 3 dias,,THREE,,
hace 3 mananas,,THREE,,
hace 4 di*as,,FOUR,,
hace cuatro di*as,,FOUR,,
hace*lo otra vez,,,,
hace*lo otra vez,,NOT GOOD,,
"hacer, arreglar, componer, alistar",,MAKE,,
"hacer, arreglar, componer, alistar",,NOT to TAKE,,
hacer bolas,,BALL-SHAPED,,
hacer bola,,SPINDLEWHORL,,
hacer bolita,[a woman who at the least provocation gathers up all her things to prepare to go home to papa],BALL-SHAPED,,
hacer bolitas; remangar los pantalones,to roll up cuffs,BALL-SHAPED,,
hacer brecha con machete [ETR],,"THROW, SHOOT",,
hacer choco,,BLIND,,
hacer contento,,SMELL,,
hacer correr,,RUN,,
hacer cosquillas a,,TICKLE,,
hacer/echar fuego,,FIRE,,
"hacer en dos para comer-lo, comer entre dos, hacer junta",[to divide up],,,
hacer [ETR],,MAKE,,
hacer [ETR],,NOT to TAKE,,
hacer fiesta,,DRUM,,
hacer fiesta,,SUN,,
hacer fuerza [ETR],,NOT ERG-STRENGTH,,
hacer fuerza,,NOT ERG-STRENGTH,,
hacerle algo a una persona,,,,
hacerle cosquillas [ETR] [ERH],,TICKLE,,
hacerlo bien [ERH],,,,
hacerlo bola,,BALL-SHAPED,,
hacerlo caminar [ERH],,BIG ROAD = `street',,
hacerlo caminar [ERH],,"WALK, GO",,
hacerlo inflamar [ERH],,SWELL,,
hacerlo rebajar [ERH],,SMELL,,
hacerlo,to do it,light,,
"hacerlo venir [ERH], hacerlo llegar [ERH]",,ARRIVE.HERE,,
hacer,,MAKE,2575,DO OR MAKE
hacer nido,,NEST,,
hacer para nuera,,woman,,
hacer para (si*),,,,
hacer pared [ERH],,,,
hacer puntitas,,BREAK,,
hacer refregar,,WHETSTONE,,
hacer ruido [rayo],to cluck? [female turkey] [ETR],to gobble (turkey),,
hacerse agua,,,,
hacerse de frente,,facing someone(/something?),,
hacer subir el precio [ERH],,PAY,,
hacer vaho [ERH],,BURN,,
hace tres di*as,,THREE,,
hace un ano,,ONE,,
hace un an*o,,ONE YEAR AGO,,
hacha,,AXE,677,AXE
hacha,,CUT,677,AXE
hacha,,EAT,677,AXE
hacinar,,,,
,hail,HAIL,609,HAIL
,hair,HAIR of HEAD,2381,FEATHER OR FUR OR HAIR
"hallarse [ETR] [ERH], acostumbrarse [ERH]",,,,
hamaca,,HAMMOCK ,2019,HAMMOCK
hamaca,,ROPE,2019,HAMMOCK
hambre comu*n,,HUNGER,,
hambre [ETR],,HUNGER,,
hambre,,HUNGER,199,FAMINE
hambre (pobreza),,,,
hambre (pobreza),,bereft/poor,,
hambre (pobreza),,HUNGER,,
hambre (pobreza),,PAIN,,
hambriento,,HUNGER,1533,BE HUNGRY
,hammock,HAMMOCK ,2019,HAMMOCK
hand,,ARM,,
,"hand, arm",ARM,2121,ARM OR HAND
hand measure,,STAFF,,
,hanging,HANGING,,
,hangover [ERH],DIE,,
haraga*n,,,,
haraganear,,,,
,"hard, strong",NOT ERG-STRENGTH,1884,HARD
harina,,,1594,FLOUR
"harisco, cimarro*n",,REMAIN,,
"harisco, cimarro*",,REMAIN,,
hasta alli*,,distal,,
hasta el fin del mundo,,EAT,,
,[having] bald spot [ETR],PEEL,,
hay,,BE.THERE,,
hay,,STANDING,,
,,HEAD,,
head,,HEAD,,
,head louse,LOUSE,310,HEAD LOUSE
hearth,,BIG MOUNTAIN = volcano,,
,heavy,HEAVY,1210,HEAVY
hecho bola [ETR],,BALL-SHAPED,,
"hede (hiede), apesta",,BAD-SMELLING,,
"hede (hiede), apesta",,REST,,
hedor,,BAD-SMELLING,,
helada,,,,
helada (?) [ETR],frost (?),,,
helada,frost,,2034,FROST
"helada, hielo, granizo",,HAIL,,
"helada, hielo, granizo",,WHITE,,
helado,,,,
helecho,,FERN,,
helecho,fern,FERN,3802,FERN
hembra,,,2260,FEMALE (OF PERSON)
hembra,,CHILD,2260,FEMALE (OF PERSON)
hembra de aves,,TURKEY,,
hembra de mami*feros,,MONKEY,,
hembra de [N,,MOTHER,,
hembra de pajaros,,TURKEY,,
hembra de venado,,IN-LAWS,,
hembra,,FEMALE CONNECTED KIN,2260,FEMALE (OF PERSON)
hembra,,IN-LAWS,2260,FEMALE (OF PERSON)
hembra,,MOTHER,2260,FEMALE (OF PERSON)
"hembra, mujer",,,,
hembra; mujer,,,,
herencia,,,,
"herencia [ERH], heredad [ERH]",,"PUT, GIVE",,
"herida, cortada",,BREAK,,
"herida, cortada",,CUT,,
"herida, cortada",,PAIN,,
herida,,CUT,,
hermana de hombre,,SIBLINGS,,
hermana de hombre,,woman,,
hermana mayor de hombre,,SIBLINGS,,
hermana mayor de mujer,,SIBLINGS,,
hermana mayor,,SIBLINGS,1758,OLDER SISTER
hermana mayor; ti*a,,MOTHER,,
hermana menor de mujer,,SIBLINGS,,
hermanastra de hombre,,SIBLINGS,,
hermanastro de mujer,,SIBLINGS,,
hermano/a menor del mismo sexo,,SIBLINGS,,
hermano/a menor,younger sibling,SIBLINGS,,
"hermano/a que sucede a otro/a en el nacer, de una misma madre",,SIBLINGS,,
hermano del padre,,,1985,PATERNAL UNCLE (FATHER'S BROTHER)
hermano de mujer,,SIBLINGS,,
hermano de mujer,,woman,,
hermano mayor de hombre,,SIBLINGS,,
hermano mayor de mujer,,woman,,
hermano mayor,,SIBLINGS,1759,OLDER BROTHER
hermano mayor; ti*o,,GRACKLE,,
hermano mayor,,woman,1759,OLDER BROTHER
hermano menor de hombre,,SIBLINGS,,
hermano menor,,SIBLINGS,1760,YOUNGER BROTHER
hermano,,SIBLINGS,1262,BROTHER
hermano,,woman,1262,BROTHER
"hermoso, lindo, bello",,,,
"hermoso, lindo, bello",,MAKE,,
,heron,CROW/HERON,758,HERON
hervir,,BUBBLE,792,BOIL (OF LIQUID)
hervir [ETR],,BUBBLE,,
hervirse,,BUBBLE,2493,BOIL
,hiccups,HICCUP,,
hiel,,BITTER,,
hielo [ERH],,BIG MOUNTAIN = volcano,,
hielo [ERH],,RAIN,,
hierba,,POT-HERBS,1821,BRUSH
"hierro, fierro",,METAL,,
hierro,,METAL,621,IRON
"hierro, metal",,METAL,,
"hierro, piedra",,,,
hi*gado,,EARTH,,
hi*gado,,LIVER,,
,"high, tall [ETR]",SKY,,
,"high, tall [ETR]",STANDING,,
hija de hombre,,,,
hija de hombre,,man,,
hija de mujer,,,,
hija de mujer,,FEMALE CONNECTED KIN,,
"hija (hembra), nin*a",,MOTHER,,
hijastra de hombre,,man,,
hijastra de mujer,,,,
hijastra de mujer,,FEMALE CONNECTED KIN,,
hijastro de hombre,,,,
hijastro de hombre,,man,,
hijastro de mujer,,FATHER,,
hijastro de mujer,,FEMALE CONNECTED KIN,,
hijo/a,,,,
hijo/a de mujer,,FEMALE CONNECTED KIN,,
hijo/a de mujer/hombre,,FEMALE CONNECTED KIN,,
"hijo/a de mujer, tierno, jo*ven",,FEMALE CONNECTED KIN,,
hijo de hombre,,,,
hijo de hombre,,man,,
"hijo de hombre, nin*ito",,,,
hijo de mujer,,,,
hijo de mujer,,FATHER,,
hijo de mujer,,FEMALE CONNECTED KIN,,
hijo,,man,1801,CHILD (DESCENDANT)
hijos,,,,
hijo tierno,,,,
"hijo var*on, hijito, nin*o",,FATHER,,
"hill, mountain",,,,
hilo,,CLOTHING; COTTON,1161,THREAD
hilo (de algodo*n),,CLOTHING; COTTON,,
hilo (de algodo*n),,THREAD,,
hilo,,THREAD,1161,THREAD
hincado,,BEND,,
hincharse,,SWELL,1573,SWELL
hinchazo*n,,SWELL,1903,SWELLING
"hipar, tener/dar hipos",,HICCUP,,
,hipbone [ETR],,,
hipo,,HICCUP,162,HICCOUGH
hipos,,HICCUP,,
hipos,hiccup,HICCUP,162,HICCOUGH
hipotecar [ERH],,CHANGE,,
hirvio*,,,,
hirvio*,,BUBBLE,,
hither,,ARRIVE.HERE,,
hogar,,HOUSE,,
hoja de la milpa,,WORK,,
hoja de ocote [ERH],,LEAF of PINE = `pine needles',,
hoja de palma real [ERH],,,,
hoja de palma real [ERH],,LEAF of PINE = `pine needles',,
hoja de pino; juncia,,LEAF of PINE = `pine needles',,
hoja de pino,,LEAF of PINE = `pine needles',,
hoja [ETR],,LEAF,,
hoja,,LEAF,2250,LEAF (LEAFLIKE OBJECT)
holli*n,,CHARCOAL,,
holli*n (C),,SOOT,,
holli*n,,SMOKE,,
holli*n,,SOOT,,
hombre,,,1554,MAN
hombre,,GENITALS,1554,MAN
"hombre, gente",,,,
hombre; gente,,,,
hombre justo,,straight,,
hombre,,male,1554,MAN
hombre,,old man,1554,MAN
hombre o mujer,,,,
hombre Tuzanteco [ETR],,GOPHER,,
"hombre, varo*n",,male,,
hombro,,"CARRY, LOAD",1482,SHOULDER
(honda de) hule [ETR],,BLOOD,,
honda de pita,,fatly stretched out,,
honda de pita,,HANGING,,
honda de pita,,HOOK,,
honda de pita,,"THROW, SHOOT",,
honda joita,,EXIT of SUN = `east',,
honda,,"THROW, SHOOT",387,SLING
hondear,,"THROW, SHOOT",,
hondo,,DEEP,1593,DEEP
"hondo, largo",,DEEP,,
hondo,,"THROW, SHOOT",1593,DEEP
"honey, bee",,WASP,,
,honey,WASP,942,HONEY
honey,,WASP,,
hongo,,,641,MUSHROOM
hongo amarillo [ETR],,MOSS,,
hongo [ETR],,MOSS,,
"hongo, hongo canestible",,GO.IN,,
"hongo, hongo canestible",,MOSS,,
hongo,,MOSS,641,MUSHROOM
hongo) paragua,[looks like umbrella],MOSS,,
hono*n [ono*nh] (animalito que se pone en palo podrido,bumblebee,WASP,,
horco*n,,,281,POST
horco*n,,BIG its FOOT = tall,281,POST
horco*n [ETR],,,,
horco*n,house post,BIG its FOOT = tall,281,POST
hormiga,,ANT,587,ANT
hormiga chiquita que pica,,ANT,,
hormiga delgada y larga: pican ma*s recio que todos [ETR],,ANT,,
hormiga delgada y larga: pican ma*s recio que todos [ETR],,THORN,,
horno,,,1143,OVEN
,hot,BURN,2272,HOT OR WARM
,hot [ETR],BURN,,
,house,HOUSE,1252,HOUSE
house,,HOUSE,,
,house-post,,,
,howler monkey,MONKEY,433,HOWLER MONKEY
howler monkey,,MONKEY,,
,how many/much,"HOW.MUCH, HOW.MANY",,
?how possessed suegra [ETR],,IN-LAWS,,
?how possessed suegro [ETR],,IN-LAWS,,
?how possessed suegro [ETR],,SIBLINGS,,
hoy,,,1283,TODAY
hoy; ahorito,,TRADE,,
hoyo,,,1667,HOLE
hoyo; cueva,,,,
"hoyo en la tierra, no tiene fin",,BIG MOUNTAIN = volcano,,
"hoyo, sepultura",,,,
hoyo,,"STAB, POKE",1667,HOLE
hoy,,TODAY,1283,TODAY
"hoz, guadan*a",,CUT,,
"hoz, guadan*a",,METAL,,
hoz,,HANGING,,
"huachipili*n [ERH,-ETR]",,PIGWEED ,,
huarache,,,,
hueco [ETR],,,,
"hueco, sin nada dentro",,,,
"hueco, sin nada dentro",,BREAK,,
huehuecho - bola en el pescuezo,[goiter],PARROTS,,
"huella, rastro",,,,
"huella, rastro",,BIG its FOOT = tall,,
"huella, rastro",,BIG ROAD = `street',,
"huella, rastro",,FOOT,,
"huella, rastro",,MEASURE,,
huella,,TRADE,318,FOOTPRINT
"huerfan(it)o, pobre(cito)",,bereft/poor,,
hue*rfano,,bereft/poor,,
"hue*rfano, pobre",,bereft/poor,,
"hue*rfano, pobre [ETR]",,bereft/poor,,
huerta [ERH],,,,
"huerto, huerta, hortaliza",,,,
"huerto, huerta, hortaliza",,POT-HERBS,,
hueso,,,1394,BONE
hueso; flaco,,,,
huevo,,BALL-SHAPED,744,EGG
huevo,,EGG,744,EGG
huevo [ETR] [ERH]; blanquillo [ERH],,BALL-SHAPED,,
huevo [ETR] [ERH]; blanquillo [ERH],,EGG,,
huevos,,BIG MOUNTAIN = volcano,,
"huevo(s), testi*culos",,BIG MOUNTAIN = volcano,,
huipil,,BLOUSE,,
huir,,RUN,956,FLEE
"huirse, correr(se)",,RUN,,
huirse,,RUN,,
"huisachero, abogado, litigante, licenciado [ERH]",,HELP,,
huishui*n,,HAWK,,
huisquil,,PIP of PUMPKIN,,
hule,,BLOOD,,
hule,,PITCH,,
humear [ETR],,GO.IN,,
humear [ETR],,SMOKE,,
humedecer,,,,
humedecerse,,,,
hu*medo,,,,
hu*medo,,GREEN,,
,hummingbird,HUMMINGBIRD,1589,HUMMINGBIRD
hummingbird,,HUMMINGBIRD,,
humo,,SMOKE,778,SMOKE (EXHAUST)
,hunger,HUNGER,1533,BE HUNGRY
huraca*n,,RAIN,,
"ichi*ntal (rai*z de gu""isquil)",,PIP of PUMPKIN,,
ichi*nta,,PIP of PUMPKIN,,
ichi*nta,,UNDER,,
"idioma, lenguaje, lengua",,MOUTH,,
"idioma, lenguaje, lengua",,SPEAK,,
i*dolo,,SUN,,
,"if, whether",,,
iglesia,,SUN,1349,CHURCH
igual,,,,
"igualar, probar si es igual, hacer comparacio*n",,,,
igual,,ONE,,
,iguana [ETR],IGUANA,,
,iguana,IGUANA,1578,IGUANA
iguana,,IGUANA,1578,IGUANA
ihmich'-il ~ *jihmuch'-il,,"THROW, SHOOT",,
,immature animal [ETR],FEMALE CONNECTED KIN,,
,in 2 days [ETR],TWO,,
,in 3 days [ETR],THREE,,
,in 3 years [ETR],THREE,,
,in 4 days [ETR],FOUR,,
in 4 years [ETR],,FOUR,,
,in a fist [ETR],CLENCH,,
(inan poss) [ETR],,,,
,incense,,3356,INCENSE
incense,,,,
"incense, drop",,DRIP,,
incienso,,,,
"inclinado, ladeado; caerse",,GO.DOWN,,
"incomodar, enojar, irritar, calentar",,BIG DAY = festival,,
infant,,CHILD,,
infierno,,FEAR,878,HELL
in form of a container,,DISH-SHAPED,,
,in four days,FOUR,,
"in front, first",,HEAD,,
,"in front, forward, first",HEAD,,
insecto como abejita quepica con la lengua [ETR],,EAT,,
"insi*pido, que le falta sabor",,SALTY,,
instrumento con que algo se enclava o hinca con golpe,,HIT,,
instrumento mu*sico,,DRUM,,
instrumento para hincarse,,BEND,,
"insultarlo, ponerle un nombre impropio [ERH]",,MISDEED,,
intere*s,,FEMALE CONNECTED KIN,,
intestinos,,ROPE,1991,INTESTINES
in the presence of,,,,
,in three days,THREE,,
,in two years [ETR],TWO,,
invidia,,RED,,
invierno,,RAIN,1471,WINTER
invitarlo [ERH],,SPEAK,,
ir a moler - can*a de azucar [ETR],,,,
ir arrastrando,,PULL,,
ir a VERBar [ERH],to go in order to VERB [ERH],"WALK, GO",,
irse,,"WALK, GO",,
ir,,"WALK, GO",695,GO
ir y regresar,,"WALK, GO",,
ixtle,,ROPE,,
izote,,CENTURY PLANT,,
izote,,"YUCCA, SPANISH BAYONET",,
izquierda (mano),,SIDE,,
izquierda,,SIDE,2182,LEFT HAND
"jabo*n, cierta rai*z",,soaproot,,
jaboncillo,,soaproot,,
jabo*n de monte,,,,
jabo*n de monte,,soaproot,,
jabo*n,,soaproot,,
jacalito [ERH],,HOUSE,,
,[jacket ('cuturina')] over shoulders with hands out of sleeves [ETR],LOOSE,,
,jaguar,JAGUAR,1250,JAGUAR
jaguar,,JAGUAR,,
jalar,,,1455,PULL
jalar; ir de una vez con la tosferina,,CHOKE,,
jalar,,PULL,1455,PULL
jaraga*n [ETR],,,,
jardi*n [ERH],,FLOWER,,
jarra,,BURN,270,JUG
javali*n,,PECCARY,,
javali*,,PECCARY,,
,jaw [ETR],,,
,"jealousy, envy",JEALOUSY,,
jefe [ERH],,,,
jefe,,SPEW,2930,BOSS
"jeme [ETR][ERH] ""six fingers""",,FEMALE CONNECTED KIN,,
Jesu*s amarrado a la columna,,,,
ji*cara [ETR],,GOURD,,
ji*cara,,GOURD,,
"ji*cara grande, huacal -- forma de taza [ETR]",,GOURD,,
ji*cara,,POT,,
jilote,,,,
"jilote, elote",,,,
jilote [ERH]; mai*z medio crecido [ETR],,,,
"jilotillo, elote tierno",,,,
jiote; enfermedad de piel,,MANGE,,
jiote [enf.],,MANGE,,
jiote,,ITCH,,
jiote,,MANGE,,
"jitomate, tomate chiquito",,TOMATO,,
(ji)tomate,,TOMATO,,
"jocote de corona, jobo - sembrado",,hogplum,,
jocote,,hogplum,,
"jocote, jobo [ETR]",,hogplum,,
"joder, coger",,CHEW,,
joloche,,,,
"joloche, ca*scara del mai*z",,,,
jolota [ETR],turkey hen,TURKEY,,
jolote macho [ETR],,TURKEY,,
jonote,,,,
jorobado,,BEND,99,HUNCHBACK
"jorobado, enano",,BEND,,
jorobado,,HOOK,99,HUNCHBACK
jo*ven,,,1207,YOUNG
joven,,,1207,YOUNG
joven,boy,man,1207,YOUNG
joven,,FEMALE CONNECTED KIN,1207,YOUNG
joven,,man,1207,YOUNG
joven,,MOTHER,1207,YOUNG
joven,,RAW,1207,YOUNG
"joyada [ERH,-ETR]",,,,
"joyada muy honda [ERH,-ETR]",,,,
"juego, juguete",,PLAY,,
"juelgo, aire [ERH]",,WIND,,
jugar con cosa redonda,[e.g. to throw a plate],DISH-SHAPED,,
jugar dando vueltas,,GO.BACK,,
jugar,,MONKEY,1413,PLAY
jugar,,PLAY,1413,PLAY
jugo,,,1499,JUICE
jugo*,,PLAY,1499,JUICE
juguete,,MONKEY,2403,TOY
juguete,,PLAY,2403,TOY
juncia [ETR],,LEAF of PINE = `pine needles',,
"juncia, hoja de pino",,LEAF of PINE = `pine needles',,
"junicia, hoja de pino",,LEAF of PINE = `pine needles',,
juntar,,,1743,JOIN
"juntar, agrupar",,GATHER,,
juntar,,BEND,1743,JOIN
juntar,,GATHER,1743,JOIN
"juntar/levantar con la mano un monto*n de {cosas, basura} para {tirar, sacar}; rascar juntando",,PULL,,
juntar/levantar con la mano un monto*n de cosas/basura para tirar/sacar; rascar juntando,,"SCRAPE, SCRATCH",,
juntar/levantar con la mano un monto*n de cosas/basura para tirar/sacar; rascar juntando,,"STAB, POKE",,
"juntarlo [ERH,-ETR]",,GATHER,,
"juntarlo, unirlo",,GATHER,,
"juntar, recoger, llamar el espi*ritu",,,,
"juntar, reunir, recoger",,GATHER,,
"juntarse [ERH,-ETR]",,TAKE,,
juntar una puerta con otra como para cerrarlas,,,,
juntar un poco de 'lumbre' [ETR],to build a fire [ETR],SMOKE,,
junto,,,,
junto a,,,,
junto a,,NEAR,,
junto a,,SIDE,,
junto [ETR],,GATHER,,
junto,,GATHER,,
juntura,,MOULD,,
jushte [ETR],,,,
jushte; palo grande para sombra,,,,
"justo, completo",,MOULD,,
"justo, recto",,straight,,
justo,,straight,,
jute (animal de ri*o),,CRAWFISH,,
jute (animal de ri*o),,SNAIL,,
,kill a chicken -- by wringing its neck? [ETR],BREAK,,
,kind of chile [ETR],CHILLI,,
,kind of chile [ETR],LONG,,
